x,y
-0.001,293.4431438903808
1727.999,320.5166075439453
3455.999,322.2810655517578
5183.999,322.4664008483887
6911.999,322.6404028015137
8639.999,322.8630067749024
10367.999,323.0808146972656
12095.999,323.1091327819824
13823.999,323.1136233520508
15551.999,323.1157922668457
17279.999,323.1165254211426
17280.001,323.1165254211426
19008.001,323.0829225158691
20736.001,322.9113644104004
22464.001,322.7478404541015
24192.001,322.6065860595703
25920.00073457582,322.4786201063258
27647.999,322.4982014160156
27648.001,322.4982014160156
29376.001,322.4601384887695
31104.001,322.1723448791504
32832.00017707787,321.9702998703895
34559.999,322.1115541687012
36287.999,322.1563071289062
36288.001,322.1563071289062
38016.001,321.8975342102051
39744.001,313.3240584106445
41472.001,297.4615625915527
43200.001,292.4129399108887
44928.001,290.4840415039063
46655.99905941977,289.5834541058621
48383.99900000001,318.9956178588868
50111.999,320.7850642089844
50112.001,320.7850642089844
51840.001,320.439565246582
53568.001,319.8439690246582
55296.00093687193,319.7380587807247
57023.999,319.7415107116699
58751.99900000001,319.7850111999512
60479.999,319.8337965087891
60480.00099999999,319.8337965087891
62208.001,302.6267568054199
63936.001,294.1827743835449
65664.001,291.2449640197754
67391.99912768696,289.9324665100023
69119.99900000001,309.1780403137207
70847.999,320.4851735534668
72575.999,320.8260292053222
74303.999,320.955400390625
76031.99900000001,321.0250805969238
77759.99900000001,321.0826943054199
79487.99900000001,321.1193825683594
81215.999,321.1329764709473
81216.00099999999,321.1329764709473
82944.00099999999,321.120757232666
84672.00099999999,321.0725828857422
86400.001,321.0191542663574
88128.0002270994,320.999511849606
89855.999,321.0118838195801
91583.999,321.061280090332
93311.999,321.1819756164551
95039.999,321.3778500061035
96767.999,321.5791619567871
98495.99899999998,321.7808404846191
100223.999,321.9826106567382
101951.999,322.1480896911621
103679.999,322.1811427307129
103680.001,322.1811427307129
105408.001,322.1520914916993
107136.001,322.0944166870118
108864.0002430978,322.0662208070282
110591.999,322.0833888244629
110592.001,322.0833888244629
112320.001,322.0496026306153
114048.001,321.8638396606445
115776.0001546673,321.7597318014176
117503.999,321.8359492492676
119231.999,321.8468243713379
119232.001,321.8468243713379
120960.001,321.7568907775879
122688.001,321.6517442321777
124416.001,313.1122684631347
126144.001,298.1436404724121
127872.001,293.573706451416
129600.001,291.8393077697754
131327.9990542393,291.0366880070376
133055.999,319.8296114196777
134783.999,320.805378692627
136511.999,321.2879469604493
138239.999,321.3087807617188
138240.001,321.3087807617188
139968.001,321.2507088317871
141696.001,321.1328237304688
143423.9997199866,321.0019252373438
145151.999,321.2346405334472
145152.001,321.2346405334472
146880.001,303.309690032959
148608.001,295.1671256713868
150336.001,292.3101150207519
152063.9991212842,291.056514180324
153791.999,310.475051361084
155519.999,323.7953346557618
157247.999,324.6524225769043
158975.999,324.964746307373
160703.999,325.3483692932129
162431.999,325.7122276611328
162432.001,325.7122276611328
164159.9991740345,325.7027272134082
165887.999,325.8024056396484
167615.999,326.1047095947266
169343.999,326.3570979614257
171071.999,326.5507117919922
172799.999,326.7419428710937
172800.001,326.7419428710937
