#1
double ElectricityGains(35040, 2)
#time_in_s	electricity in W_
0.0	203.3535113467615
900.0	580.2404641397453
1800.0	221.1155446968918
2700.0	68.0777748288924
3600.0	68.0777748288924
4500.0	95.72418368594859
5400.0	884.4785025356222
6300.0	68.0777748288924
7200.0	751.445644600258
8100.0	68.0777748288924
9000.0	385.8145295224803
9900.0	68.0777748288924
10800.0	68.0777748288924
11700.0	371.9013911802117
12600.0	157.1678681729311
13500.0	1416.1307479084398
14400.0	184.7018216300458
15300.0	426.4557168193932
16200.0	68.0777748288924
17100.0	679.0431931288796
18000.0	296.1203178702355
18900.0	68.0777748288924
19800.0	588.508806925202
20700.0	68.0777748288924
21600.0	138.9191380172016
22500.0	963.8942070027632
23400.0	68.0777748288924
24300.0	490.62717987802677
25200.0	68.0777748288924
26100.0	875.0965437814533
27000.0	137.364963082619
27900.0	68.0777748288924
28800.0	714.3735985434525
29700.0	68.0777748288924
30600.0	68.0777748288924
31500.0	573.6208998494167
32400.0	320.2270600506631
33300.0	68.0777748288924
34200.0	1071.0573748829088
35100.0	355.6937738410228
36000.0	237.0047917252349
36900.0	602.8973629503954
37800.0	68.0777748288924
38700.0	68.0777748288924
39600.0	1062.9686759196452
40500.0	397.3138126321153
41400.0	759.0742832495732
42300.0	179.5680838919969
43200.0	658.6476711664426
44100.0	256.20200457485583
45000.0	251.5084743637762
45900.0	736.2234179974445
46800.0	68.0777748288924
47700.0	68.0777748288924
48600.0	68.0777748288924
49500.0	68.0777748288924
50400.0	68.0777748288924
51300.0	1118.670039766322
52200.0	68.0777748288924
53100.0	68.0777748288924
54000.0	468.85720951649677
54900.0	810.752049494155
55800.0	68.0777748288924
56700.0	1250.8329341818055
57600.0	793.4109485842587
58500.0	1011.1419141720854
59400.0	934.9808210930944
60300.0	68.0777748288924
61200.0	68.0777748288924
62100.0	68.0777748288924
63000.0	580.5918044429714
63900.0	197.4669509311254
64800.0	68.0777748288924
65700.0	68.0777748288924
66600.0	791.1922223182481
67500.0	855.7798455256916
68400.0	68.0777748288924
69300.0	842.0718309783744
70200.0	566.0362901833615
71100.0	777.0334412879465
72000.0	505.2847840405643
72900.0	784.7198989871234
73800.0	296.3200257829401
74700.0	294.035130057216
75600.0	68.0777748288924
76500.0	149.5556014059595
77400.0	72.6653250392156
78300.0	291.78531511528223
79200.0	1431.9829532306687
80100.0	310.7847585052196
81000.0	505.43044767928023
81900.0	1421.1109093433336
82800.0	68.0777748288924
83700.0	132.5534562639169
84600.0	274.4255369028823
85500.0	68.0777748288924
86400.0	68.0777748288924
87300.0	562.4992843306358
88200.0	68.0777748288924
89100.0	68.0777748288924
90000.0	68.0777748288924
90900.0	208.85243064549348
91800.0	710.6481417613026
92700.0	841.2932549833344
93600.0	68.0777748288924
94500.0	68.0777748288924
95400.0	175.5189147896078
96300.0	337.4898532525104
97200.0	68.0777748288924
98100.0	459.1590102639378
99000.0	693.875729548185
99900.0	187.0872366561626
100800.0	686.0685258580043
101700.0	68.0777748288924
102600.0	68.0777748288924
103500.0	68.0777748288924
104400.0	68.0777748288924
105300.0	1176.3693176341583
106200.0	68.0777748288924
107100.0	68.0777748288924
108000.0	486.8277193079007
108900.0	136.4927034318133
109800.0	68.0777748288924
110700.0	1234.7306626653017
111600.0	68.0777748288924
112500.0	750.587380169317
113400.0	244.2496052234212
114300.0	68.0777748288924
115200.0	343.5096195875955
116100.0	332.73352084766873
117000.0	183.6973476693933
117900.0	316.3992645769182
118800.0	577.1802620109722
119700.0	835.6065972042743
120600.0	476.8842899595808
121500.0	446.0125690831003
122400.0	164.8253028298087
123300.0	68.0777748288924
124200.0	68.0777748288924
125100.0	542.4549569119255
126000.0	68.0777748288924
126900.0	546.5397929304686
127800.0	68.0777748288924
128700.0	68.0777748288924
129600.0	913.676178848156
130500.0	674.0183963086865
131400.0	68.0777748288924
132300.0	169.5279421659736
133200.0	68.0777748288924
134100.0	68.0777748288924
135000.0	68.0777748288924
135900.0	68.0777748288924
136800.0	371.7090966957297
137700.0	748.9824140048423
138600.0	173.21732138111003
139500.0	134.2975915014295
140400.0	68.0777748288924
141300.0	68.0777748288924
142200.0	180.4960101070983
143100.0	341.9060768984652
144000.0	323.8598441138242
144900.0	621.7863442314876
145800.0	892.3207043739251
146700.0	68.0777748288924
147600.0	68.0777748288924
148500.0	198.3265626889847
149400.0	394.9321540681292
150300.0	530.6101025732796
151200.0	458.5282238502677
152100.0	1193.4296030873154
153000.0	68.0777748288924
153900.0	68.0777748288924
154800.0	931.6536713220852
155700.0	663.4629819296031
156600.0	345.52764186044783
157500.0	271.163559159326
158400.0	972.3531536670052
159300.0	81.4108931759734
160200.0	131.8288165946937
161100.0	68.0777748288924
162000.0	68.0777748288924
162900.0	68.0777748288924
163800.0	68.0777748288924
164700.0	613.1767249772522
165600.0	303.2309844284008
166500.0	498.4556325000513
167400.0	227.9350106050482
168300.0	68.0777748288924
169200.0	410.9653876859078
170100.0	355.1616330467316
171000.0	68.0777748288924
171900.0	425.4863929346647
172800.0	285.8501546329496
173700.0	68.0777748288924
174600.0	68.0777748288924
175500.0	68.0777748288924
176400.0	191.47825854223478
177300.0	68.0777748288924
178200.0	68.0777748288924
179100.0	181.5170280618921
180000.0	373.2608967629194
180900.0	68.0777748288924
181800.0	68.0777748288924
182700.0	68.0777748288924
183600.0	68.0777748288924
184500.0	68.0777748288924
185400.0	68.0777748288924
186300.0	725.9738823809386
187200.0	68.0777748288924
188100.0	68.0777748288924
189000.0	550.1316127665328
189900.0	478.9094540870436
190800.0	206.19990593681888
191700.0	68.0777748288924
192600.0	217.82718648828939
193500.0	429.2367866969038
194400.0	645.6128464398456
195300.0	68.0777748288924
196200.0	614.0098881849065
197100.0	68.0777748288924
198000.0	68.0777748288924
198900.0	400.76561434746026
199800.0	136.3822731225778
200700.0	68.0777748288924
201600.0	68.0777748288924
202500.0	739.5303847246174
203400.0	765.247777695557
204300.0	77.0511716648083
205200.0	68.0777748288924
206100.0	68.0777748288924
207000.0	456.54019474489536
207900.0	68.0777748288924
208800.0	955.8497896536032
209700.0	277.8165582691211
210600.0	667.9626835059591
211500.0	525.0362618292611
212400.0	689.7750039572994
213300.0	411.2255838737594
214200.0	1061.480338324357
215100.0	402.6343783900546
216000.0	68.0777748288924
216900.0	68.0777748288924
217800.0	945.0512769421529
218700.0	68.0777748288924
219600.0	435.3383148524588
220500.0	167.793727080115
221400.0	68.0777748288924
222300.0	775.9113127196619
223200.0	531.5030755740923
224100.0	68.0777748288924
225000.0	68.0777748288924
225900.0	68.0777748288924
226800.0	87.8800261812777
227700.0	68.0777748288924
228600.0	511.73746603549716
229500.0	767.4810025385839
230400.0	68.0777748288924
231300.0	227.2278852847423
232200.0	242.242556183531
233100.0	914.361110138766
234000.0	68.0777748288924
234900.0	294.1447823362229
235800.0	484.3905461680235
236700.0	357.6673994338369
237600.0	741.4164792721247
238500.0	627.5364434143853
239400.0	395.18717025417084
240300.0	922.700174404223
241200.0	867.4746396520898
242100.0	974.9661587003602
243000.0	588.1612710799236
243900.0	504.1816592769668
244800.0	639.6686659171829
245700.0	1087.7862856420556
246600.0	803.7204665211306
247500.0	871.7929133940108
248400.0	1364.154608608375
249300.0	110.37010979295219
250200.0	68.5523743213476
251100.0	716.6379502382848
252000.0	219.1062767866153
252900.0	367.5969696601064
253800.0	68.0777748288924
254700.0	782.8218373860392
255600.0	791.5039423054371
256500.0	1080.5877241127246
257400.0	68.0777748288924
258300.0	68.0777748288924
259200.0	141.1025970021521
260100.0	68.0777748288924
261000.0	110.5132501483089
261900.0	68.0777748288924
262800.0	874.9618102457842
263700.0	68.0777748288924
264600.0	116.3606786888777
265500.0	68.0777748288924
266400.0	558.2660015048298
267300.0	68.0777748288924
268200.0	515.9436037362414
269100.0	68.0777748288924
270000.0	355.7630611216682
