#1											
double Internals(35, 12)											
0	0	0	50	0	0	165.6	82.8	50	0	82.8	0
3600	0	0	50	0	0	165.6	82.8	50	0	82.8	0
7200	0	0	50	0	0	165.6	82.8	50	0	82.8	0
10800	0	0	50	0	0	165.6	82.8	50	0	82.8	0
14400	0	0	50	0	0	165.6	82.8	50	0	82.8	0
18000	0	0	50	0	0	165.6	82.8	50	0	82.8	0
21600	0	0	50	0	0	165.6	82.8	50	0	82.8	0
25190	0	0	50	0	0	165.6	82.8	50	0	82.8	0
25210	0	426.8	50	163.4	355	0	0	50	447.6	0	0
28790	0	426.8	50	163.4	355	0	0	50	447.6	0	0
28810	0	0	50	0	0	0	0	50	0	0	0
32400	0	0	50	0	0	0	0	50	0	0	0
36000	0	0	50	0	0	0	0	50	0	0	0
39600	0	0	50	0	0	0	0	50	0	0	0
43200	0	0	50	0	0	0	0	50	0	0	0
46800	0	0	50	0	0	0	0	50	0	0	0
50390	0	0	50	0	0	0	0	50	0	0	0
50410	0	0	50	0	0	0	126	50	0	126	0
54000	0	0	50	0	0	0	126	50	0	126	0
57590	0	0	50	0	0	0	126	50	0	126	0
57610	0	0	50	0	0	0	0	50	0	0	0
61190	0	0	50	0	0	0	0	50	0	0	0
61210	300.8	0	50	0	0	0	300.8	50	0	300.8	0
64790	300.8	0	50	0	0	0	300.8	50	0	300.8	0
64810	300.8	652.8	50	163.4	681	0	0	50	0	0	0
68390	300.8	652.8	50	163.4	681	0	0	50	0	0	0
68410	504.4	426.8	50	0	329	0	0	50	0	0	0
71990	504.4	426.8	50	0	329	0	0	50	0	0	0
72010	504.4	0	50	0	0	0	213.4	50	221.6	213.4	0
75590	504.4	0	50	0	0	0	213.4	50	221.6	213.4	0
75610	454.4	0	50	0	0	0	82.8	50	271.6	82.8	0
79190	454.4	0	50	0	0	0	82.8	50	271.6	82.8	0
79210	0	0	50	0	0	165.6	82.8	50	0	82.8	0
82800	0	0	50	0	0	165.6	82.8	50	0	82.8	0
86400	0	0	50	0	0	165.6	82.8	50	0	82.8	0

